company,role,location,link,source
Google,"Group Product Manager, Google Play","Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/group-product-manager-google-play-at-google-4445762484?position=3&pageNum=0&refId=DOPi%2B6nuI3WH80R30c1u6w%3D%3D&trackingId=hd1XyZtFMT4%2BIZsNY5yGBw%3D%3D,LINKEDIN
Headout,"Group Product Manager, Growth","Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/group-product-manager-growth-at-headout-4431657428?position=4&pageNum=0&refId=DOPi%2B6nuI3WH80R30c1u6w%3D%3D&trackingId=qEv6Xs7gdTGEN5JjdnNq9g%3D%3D,LINKEDIN
Lokal,Lead / Group Product Manager (Microtransaction Products),"Bengaluru South, Karnataka, India",https://in.linkedin.com/jobs/view/lead-group-product-manager-microtransaction-products-at-lokal-4446555631?position=5&pageNum=0&refId=DOPi%2B6nuI3WH80R30c1u6w%3D%3D&trackingId=PN5G%2BA3%2Fg5xPtZ9b6rWiLQ%3D%3D,LINKEDIN
Citi,Product Management Senior Manager - VP,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/product-management-senior-manager-vp-at-citi-4332280068?position=6&pageNum=0&refId=DOPi%2B6nuI3WH80R30c1u6w%3D%3D&trackingId=jS5pZgKH0FgoMzlXZTIa1w%3D%3D,LINKEDIN
Noora Health,Lead/Group Product Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/lead-group-product-manager-at-noora-health-4426765849?position=7&pageNum=0&refId=DOPi%2B6nuI3WH80R30c1u6w%3D%3D&trackingId=4J1s0Q1rgWJugXxVmy6wTA%3D%3D,LINKEDIN
InMobi Advertising,Group Product Manager - Accelerate.,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/group-product-manager-accelerate-at-inmobi-advertising-4443695609?position=8&pageNum=0&refId=DOPi%2B6nuI3WH80R30c1u6w%3D%3D&trackingId=2RkhiifIS60a71zJ1paEOw%3D%3D,LINKEDIN
Apple,iCloud Business Lead,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/icloud-business-lead-at-apple-4414155761?position=9&pageNum=0&refId=DOPi%2B6nuI3WH80R30c1u6w%3D%3D&trackingId=Z6oGkWKV8ORkVG%2FkmI%2BB4g%3D%3D,LINKEDIN
MADTECH.AI Inc.,Group Product Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/group-product-manager-at-madtech-ai-inc-4448135614?position=10&pageNum=0&refId=DOPi%2B6nuI3WH80R30c1u6w%3D%3D&trackingId=Y2KdesAKOh2mRM2ioD%2Bi%2BA%3D%3D,LINKEDIN
Adecco,Group Product Manager,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/group-product-manager-at-adecco-4448873271?position=1&pageNum=2&refId=UYhfq6h%2FOrDf32a7ytAhBQ%3D%3D&trackingId=FMdgCzf%2BigjI1W9bUcTCZg%3D%3D,LINKEDIN
Scapia,Group Product Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/group-product-manager-at-scapia-4436510474?position=2&pageNum=2&refId=UYhfq6h%2FOrDf32a7ytAhBQ%3D%3D&trackingId=UiE%2BVRAXgEKIfzb6NNJaSA%3D%3D,LINKEDIN
Siemens Healthineers,Product Management Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/product-management-manager-at-siemens-healthineers-4446653283?position=3&pageNum=2&refId=UYhfq6h%2FOrDf32a7ytAhBQ%3D%3D&trackingId=UWn0wIw6BfYI9A7Ay2zUuw%3D%3D,LINKEDIN
BlackRock,"Vice President, Technology Product Management (NE)","Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/vice-president-technology-product-management-ne-at-blackrock-4445707725?position=4&pageNum=2&refId=UYhfq6h%2FOrDf32a7ytAhBQ%3D%3D&trackingId=KZHIR6FjkPmPWlTaYNkUdg%3D%3D,LINKEDIN
Airtel Digital,Principal Product Manager,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/principal-product-manager-at-airtel-digital-4440424146?position=5&pageNum=2&refId=UYhfq6h%2FOrDf32a7ytAhBQ%3D%3D&trackingId=BcDDfSw5HtJku8eIyVl2gQ%3D%3D,LINKEDIN
HighLevel,"Sr. Director, Product Management (Core Products)","Delhi, Delhi, India",https://in.linkedin.com/jobs/view/sr-director-product-management-core-products-at-highlevel-4297466010?position=6&pageNum=2&refId=UYhfq6h%2FOrDf32a7ytAhBQ%3D%3D&trackingId=1oAZsMS7PVUeOAY0T6FMGw%3D%3D,LINKEDIN
BNY,"Director, POM Product Management Manager",Pune/Pimpri-Chinchwad Area,https://in.linkedin.com/jobs/view/director-pom-product-management-manager-at-bny-4440041049?position=7&pageNum=2&refId=UYhfq6h%2FOrDf32a7ytAhBQ%3D%3D&trackingId=SmAvRYqqZzdK69kFVDaLuQ%3D%3D,LINKEDIN
TresVista,Product Head,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/product-head-at-tresvista-4445075277?position=8&pageNum=2&refId=UYhfq6h%2FOrDf32a7ytAhBQ%3D%3D&trackingId=6STgF%2Fbz1UmoLEVhG6xW%2FA%3D%3D,LINKEDIN
Amazon,"Sr Mgr, Product Management Lifecycle Experiences, EM PLX","Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/sr-mgr-product-management-lifecycle-experiences-em-plx-at-amazon-4443521715?position=9&pageNum=2&refId=UYhfq6h%2FOrDf32a7ytAhBQ%3D%3D&trackingId=Yef0uA8KzK1gMGUpG3S4mA%3D%3D,LINKEDIN
Havas Life Mumbai,Group Product Manager,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/group-product-manager-at-havas-life-mumbai-4444106657?position=10&pageNum=2&refId=UYhfq6h%2FOrDf32a7ytAhBQ%3D%3D&trackingId=B0gg9ffBYU8FrIptNnBSag%3D%3D,LINKEDIN
Salesforce,Product Management Director,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/product-management-director-at-salesforce-4446555801?position=1&pageNum=5&refId=9TKDz9Af2GrKBlYL5UtQ7w%3D%3D&trackingId=joV%2BWk7v1U%2BkDPxpAzllvw%3D%3D,LINKEDIN
PhonePe,Product Lead,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/product-lead-at-phonepe-4430104400?position=2&pageNum=5&refId=9TKDz9Af2GrKBlYL5UtQ7w%3D%3D&trackingId=9Xs5chqtROUTXhQRKXGr4w%3D%3D,LINKEDIN
Airtel Digital,Senior Product Manager,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/senior-product-manager-at-airtel-digital-4441505767?position=3&pageNum=5&refId=9TKDz9Af2GrKBlYL5UtQ7w%3D%3D&trackingId=3wGbppKsBqvZCI9baFWn2A%3D%3D,LINKEDIN
Hiver,Director of Product - Omni,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/director-of-product-omni-at-hiver-4432586780?position=4&pageNum=5&refId=9TKDz9Af2GrKBlYL5UtQ7w%3D%3D&trackingId=qJuk7yyXJH3YyV1Z1LCrew%3D%3D,LINKEDIN
Zydus Group,Group Product Manager,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/group-product-manager-at-zydus-group-4440548661?position=5&pageNum=5&refId=9TKDz9Af2GrKBlYL5UtQ7w%3D%3D&trackingId=5at%2FT2Uc3UbqEe7hewqz%2BQ%3D%3D,LINKEDIN
Accenture in India,Product Management Lead,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/product-management-lead-at-accenture-in-india-4448345356?position=6&pageNum=5&refId=9TKDz9Af2GrKBlYL5UtQ7w%3D%3D&trackingId=QRcCWeBu9Q35hQOfGEh4TA%3D%3D,LINKEDIN
BJAK,Head of Strategy and Product,Greater Kolkata Area,https://in.linkedin.com/jobs/view/head-of-strategy-and-product-at-bjak-4443247627?position=7&pageNum=5&refId=9TKDz9Af2GrKBlYL5UtQ7w%3D%3D&trackingId=XEDgnGWzpzctImB9%2BCloCQ%3D%3D,LINKEDIN
Vertiv,Offering Manager,"Thane, Maharashtra, India",https://in.linkedin.com/jobs/view/offering-manager-at-vertiv-4442577922?position=8&pageNum=5&refId=9TKDz9Af2GrKBlYL5UtQ7w%3D%3D&trackingId=ttWCGUJNaW59wjTa4TFVQw%3D%3D,LINKEDIN
McGraw Hill,"VP, International Product",India,https://in.linkedin.com/jobs/view/vp-international-product-at-mcgraw-hill-4435219710?position=9&pageNum=5&refId=9TKDz9Af2GrKBlYL5UtQ7w%3D%3D&trackingId=%2FrfZrp1i58nFtm%2FavJWKdg%3D%3D,LINKEDIN
2070 Health,Head of Product - Wadhwani AI,"New Delhi, Delhi, India",https://in.linkedin.com/jobs/view/head-of-product-wadhwani-ai-at-2070-health-4427167580?position=10&pageNum=5&refId=9TKDz9Af2GrKBlYL5UtQ7w%3D%3D&trackingId=2tsfaGyFwPOAC9lRLXu2NQ%3D%3D,LINKEDIN
GCC Circle,Director of Product,"Delhi, India",https://in.linkedin.com/jobs/view/director-of-product-at-gcc-circle-4441175220?position=1&pageNum=7&refId=5ceZecwsExYoIDyGwGZ1FQ%3D%3D&trackingId=VIlIrIUIwu7kWC2PEaS5JA%3D%3D,LINKEDIN
LetzBizz,Lead Product Manager,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/lead-product-manager-at-letzbizz-4439331053?position=2&pageNum=7&refId=5ceZecwsExYoIDyGwGZ1FQ%3D%3D&trackingId=zxX8tZwYOvNsOCM66MQvcg%3D%3D,LINKEDIN
Abbott,Group Product Manager- Restora,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/group-product-manager-restora-at-abbott-4420291794?position=3&pageNum=7&refId=5ceZecwsExYoIDyGwGZ1FQ%3D%3D&trackingId=gZfyL4WRfHxCUAa5md8ttg%3D%3D,LINKEDIN
Optum India,Senior Manager Tech Product Management,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/senior-manager-tech-product-management-at-optum-india-4450265973?position=4&pageNum=7&refId=5ceZecwsExYoIDyGwGZ1FQ%3D%3D&trackingId=hURfpObjuRp94IMoenpLcw%3D%3D,LINKEDIN
Adani Ports and SEZ,Product Head - Ocean Freight,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/product-head-ocean-freight-at-adani-ports-and-sez-4383490733?position=5&pageNum=7&refId=5ceZecwsExYoIDyGwGZ1FQ%3D%3D&trackingId=hfOsxLELB4zlD9VVq4qUzQ%3D%3D,LINKEDIN
athenahealth,Director Product Management,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/director-product-management-at-athenahealth-4413443875?position=6&pageNum=7&refId=5ceZecwsExYoIDyGwGZ1FQ%3D%3D&trackingId=Gl3mB2kuztXLfY3ujlrZ6A%3D%3D,LINKEDIN
Nielsen,Lead Product Manager/ AI Product Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/lead-product-manager-ai-product-manager-at-nielsen-4434968286?position=7&pageNum=7&refId=5ceZecwsExYoIDyGwGZ1FQ%3D%3D&trackingId=wg3BojRWQtgaV9qhZVlgbA%3D%3D,LINKEDIN
YAL,"Head, Strategy & Intelligence Office, B2C","Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/head-strategy-intelligence-office-b2c-at-yal-4446668101?position=8&pageNum=7&refId=5ceZecwsExYoIDyGwGZ1FQ%3D%3D&trackingId=6kSHv%2Fq3L9fJkStXJ9Z8oA%3D%3D,LINKEDIN
Toast,"Director of Product Management, Enterprise","Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/director-of-product-management-enterprise-at-toast-4440868420?position=9&pageNum=7&refId=5ceZecwsExYoIDyGwGZ1FQ%3D%3D&trackingId=QcJD5EDBPCK0nt9aU6m6mw%3D%3D,LINKEDIN
Neo,Director of Product Management,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/director-of-product-management-at-neo-4437959548?position=10&pageNum=7&refId=5ceZecwsExYoIDyGwGZ1FQ%3D%3D&trackingId=f0U7c%2BFlIxRv%2FoxS0fTCPA%3D%3D,LINKEDIN
HashFame,Growth Product Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/growth-product-manager-at-hashfame-4446054290?position=1&pageNum=0&refId=MU0NapHcTLLk1fPeOeW8Rw%3D%3D&trackingId=4vVQtCxECkMkD5%2FRkn1iEw%3D%3D,LINKEDIN
Sarvam,"Product Manager, Growth","Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/product-manager-growth-at-sarvam-4418956831?position=2&pageNum=0&refId=MU0NapHcTLLk1fPeOeW8Rw%3D%3D&trackingId=5zEawQ03Kr7rwrJ%2BhdNy4w%3D%3D,LINKEDIN
Fynd,Product Growth Manager | PGM - 1/ PGM - 2,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/product-growth-manager-pgm-1-pgm-2-at-fynd-4406542313?position=3&pageNum=0&refId=MU0NapHcTLLk1fPeOeW8Rw%3D%3D&trackingId=x9ov2GK0Z42Eq9RyVQmU3w%3D%3D,LINKEDIN
Wippi,Product Growth manager (D2C),"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/product-growth-manager-d2c-at-wippi-4446581876?position=4&pageNum=0&refId=MU0NapHcTLLk1fPeOeW8Rw%3D%3D&trackingId=vIpFcdGTZykR2R%2BPHdmxMA%3D%3D,LINKEDIN
Razorpay,Senior Product Manager (Growth),"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-product-manager-growth-at-razorpay-4416243265?position=5&pageNum=0&refId=MU0NapHcTLLk1fPeOeW8Rw%3D%3D&trackingId=j6GLK6xmPFQn0lD7xDUMjg%3D%3D,LINKEDIN
Aftershoot,Senior Product Manager - Growth,"Bawana, Delhi, India",https://in.linkedin.com/jobs/view/senior-product-manager-growth-at-aftershoot-4429993346?position=6&pageNum=0&refId=MU0NapHcTLLk1fPeOeW8Rw%3D%3D&trackingId=j1s2DGXAQ%2BYGi%2BCpCYm5Uw%3D%3D,LINKEDIN
Matrimony.com Limited,Growth Product Manager,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/growth-product-manager-at-matrimony-com-limited-4443490346?position=7&pageNum=0&refId=MU0NapHcTLLk1fPeOeW8Rw%3D%3D&trackingId=Kr11SycW1RioHJDWHNZT%2Fw%3D%3D,LINKEDIN
Saleshandy,"Product Manager, Growth (Outreach)","Ahmedabad, Gujarat, India",https://in.linkedin.com/jobs/view/product-manager-growth-outreach-at-saleshandy-4414335579?position=8&pageNum=0&refId=MU0NapHcTLLk1fPeOeW8Rw%3D%3D&trackingId=hl4nFi4RemA9rMvjVQeiNQ%3D%3D,LINKEDIN
noon,Growth Product Manager,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/growth-product-manager-at-noon-4450211946?position=9&pageNum=0&refId=MU0NapHcTLLk1fPeOeW8Rw%3D%3D&trackingId=z%2FLWh27Wz7VrgTyiOo9SbQ%3D%3D,LINKEDIN
Netcore,Growth Product Manager,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/growth-product-manager-at-netcore-4449731778?position=10&pageNum=0&refId=MU0NapHcTLLk1fPeOeW8Rw%3D%3D&trackingId=jfmK1uY2CQqZwoQXfaMcJQ%3D%3D,LINKEDIN
PhonePe,Product Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/product-manager-at-phonepe-4444590351?position=1&pageNum=2&refId=OSIeWC6jqlsxIVmoxnBLZg%3D%3D&trackingId=glcs1E2s0ZXAoAVcZFXhpg%3D%3D,LINKEDIN
Zendesk,Senior Product Manager,"Pune Division, Maharashtra, India",https://in.linkedin.com/jobs/view/senior-product-manager-at-zendesk-4411190803?position=2&pageNum=2&refId=OSIeWC6jqlsxIVmoxnBLZg%3D%3D&trackingId=cA6mh3f9YtgVlNCD8jZpyA%3D%3D,LINKEDIN
Airtel Digital,Growth– User Engagement & Strategy,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/growth%E2%80%93-user-engagement-strategy-at-airtel-digital-4442839037?position=3&pageNum=2&refId=OSIeWC6jqlsxIVmoxnBLZg%3D%3D&trackingId=GWOfybwzU4Wy%2B5ApiifVDw%3D%3D,LINKEDIN
G2,Product Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/product-manager-at-g2-4433521399?position=4&pageNum=2&refId=OSIeWC6jqlsxIVmoxnBLZg%3D%3D&trackingId=pSJreLh5TZZ24AXd%2FJQnXg%3D%3D,LINKEDIN
Traya,Product Manager,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/product-manager-at-traya-4437634945?position=5&pageNum=2&refId=OSIeWC6jqlsxIVmoxnBLZg%3D%3D&trackingId=icy9YaAnQ78s%2FSUyII9Uyw%3D%3D,LINKEDIN
Swiss Beauty,Product Manager,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/product-manager-at-swiss-beauty-4415009876?position=6&pageNum=2&refId=OSIeWC6jqlsxIVmoxnBLZg%3D%3D&trackingId=JC8v6xW%2FPGk88L0XXBwugw%3D%3D,LINKEDIN
Infinity Learn,Product Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/product-manager-at-infinity-learn-4449601247?position=7&pageNum=2&refId=OSIeWC6jqlsxIVmoxnBLZg%3D%3D&trackingId=LbgcOvo0fu339qAFAt0dwQ%3D%3D,LINKEDIN
Nua,Product Manager,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/product-manager-at-nua-4438459761?position=8&pageNum=2&refId=OSIeWC6jqlsxIVmoxnBLZg%3D%3D&trackingId=jXN7dBk7uZOs%2BSUP%2B9wEyg%3D%3D,LINKEDIN
"Munim - Accounting, Billing & GST Software",Product & Growth Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/product-growth-manager-at-munim-accounting-billing-gst-software-4435965109?position=9&pageNum=2&refId=OSIeWC6jqlsxIVmoxnBLZg%3D%3D&trackingId=xhI6nm26cDUobvD2I9aYDA%3D%3D,LINKEDIN
Sarvam,"Product Manager, Monetization & Retention","Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/product-manager-monetization-retention-at-sarvam-4418959736?position=10&pageNum=2&refId=OSIeWC6jqlsxIVmoxnBLZg%3D%3D&trackingId=rTNvJJHgAb4RNmFk%2Fn2sMw%3D%3D,LINKEDIN
Fam,Senior Product Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-product-manager-at-fam-4443421008?position=1&pageNum=5&refId=jQDIJAtnvWFkpPjTQa%2Fntg%3D%3D&trackingId=P81oIdNk4WKZdMFG%2Bb2r8w%3D%3D,LINKEDIN
Microsoft,Senior Product Manager,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/senior-product-manager-at-microsoft-4450314679?position=2&pageNum=5&refId=jQDIJAtnvWFkpPjTQa%2Fntg%3D%3D&trackingId=JYCmEL20RKqpDfHQIgHIWg%3D%3D,LINKEDIN
Atlys,Senior Product Manager,"Delhi, Delhi, India",https://in.linkedin.com/jobs/view/senior-product-manager-at-atlys-4445533307?position=3&pageNum=5&refId=jQDIJAtnvWFkpPjTQa%2Fntg%3D%3D&trackingId=d0Fnl%2FiiQO5ggQvGLjd2wA%3D%3D,LINKEDIN
Time Hack Consulting,Product Manager (Consumer & Growth),"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/product-manager-consumer-growth-at-time-hack-consulting-4403963448?position=4&pageNum=5&refId=jQDIJAtnvWFkpPjTQa%2Fntg%3D%3D&trackingId=IJgC6xzmmyr0PaXwU5XDOw%3D%3D,LINKEDIN
Pratham International,"Product Manager, Digital",Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/product-manager-digital-at-pratham-international-4416246507?position=5&pageNum=5&refId=jQDIJAtnvWFkpPjTQa%2Fntg%3D%3D&trackingId=7VmllctfMoZG9vrZmZs4lQ%3D%3D,LINKEDIN
Brillio,Product Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/product-manager-at-brillio-4450071291?position=6&pageNum=5&refId=jQDIJAtnvWFkpPjTQa%2Fntg%3D%3D&trackingId=5YYBFO7CAiYrPQ0tvAZUVw%3D%3D,LINKEDIN
Fynd,Product Growth Manager | PGM - 2 | JCP,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/product-growth-manager-pgm-2-jcp-at-fynd-4441136199?position=7&pageNum=5&refId=jQDIJAtnvWFkpPjTQa%2Fntg%3D%3D&trackingId=85kDPU8ChG5Q3dHL9kfM8g%3D%3D,LINKEDIN
Zocket,Product Manager,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/product-manager-at-zocket-4449121146?position=8&pageNum=5&refId=jQDIJAtnvWFkpPjTQa%2Fntg%3D%3D&trackingId=Gb%2FI0m34r0GztHQJ7mckcw%3D%3D,LINKEDIN
VerSe Innovation,Product Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/product-manager-at-verse-innovation-4449119103?position=9&pageNum=5&refId=jQDIJAtnvWFkpPjTQa%2Fntg%3D%3D&trackingId=I%2FWjRdQeR0eQgqj5A3FsIw%3D%3D,LINKEDIN
Servify,Product Manager,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/product-manager-at-servify-4440678998?position=10&pageNum=5&refId=jQDIJAtnvWFkpPjTQa%2Fntg%3D%3D&trackingId=vZYd7ryfKujWGdZbvBAw4Q%3D%3D,LINKEDIN
MakeMyTrip,Product Manager (Ground Transport),"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/product-manager-ground-transport-at-makemytrip-4422287572?position=1&pageNum=7&refId=HSOTPi5tTcum0iy7ItESyA%3D%3D&trackingId=dj1cZ%2FoCtJ1FjPGG%2FqbSCw%3D%3D,LINKEDIN
Birdeye,Senior Product Manager,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/senior-product-manager-at-birdeye-4416853480?position=2&pageNum=7&refId=HSOTPi5tTcum0iy7ItESyA%3D%3D&trackingId=yk0WRD5Z1p7m19gzHc7fxg%3D%3D,LINKEDIN
Google,"Product Manager, Workspace Search","Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/product-manager-workspace-search-at-google-4445139556?position=3&pageNum=7&refId=HSOTPi5tTcum0iy7ItESyA%3D%3D&trackingId=u7mJFGoxsBirj%2BheBji49w%3D%3D,LINKEDIN
AppsForBharat,Senior Product Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-product-manager-at-appsforbharat-4417559467?position=4&pageNum=7&refId=HSOTPi5tTcum0iy7ItESyA%3D%3D&trackingId=QYJ2dSkb21gp9E8LpM4qjg%3D%3D,LINKEDIN
Scapia,Group Product Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/group-product-manager-at-scapia-4436510474?position=5&pageNum=7&refId=HSOTPi5tTcum0iy7ItESyA%3D%3D&trackingId=vUVnfUgrtXi7o9krRWMlvw%3D%3D,LINKEDIN
apna,Product Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/product-manager-at-apna-4439134689?position=6&pageNum=7&refId=HSOTPi5tTcum0iy7ItESyA%3D%3D&trackingId=8Q%2BwjUuczW38PdSVIPyn%2Bg%3D%3D,LINKEDIN
Titan Company Limited,Product Manager Revenue - Web-E-commerce P-105975,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/product-manager-revenue-web-e-commerce-p-105975-at-titan-company-limited-4444280529?position=7&pageNum=7&refId=HSOTPi5tTcum0iy7ItESyA%3D%3D&trackingId=S4Vrms%2FNjMrzyuvFID2LHQ%3D%3D,LINKEDIN
Syfe,Product Manager (Brokerage) - India,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/product-manager-brokerage-india-at-syfe-4443941093?position=8&pageNum=7&refId=HSOTPi5tTcum0iy7ItESyA%3D%3D&trackingId=OEfTiTJxa40LALky83P6XQ%3D%3D,LINKEDIN
Swiss Beauty,Swiss Beauty - Product Manager - Strategy &amp; Roadmap,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/swiss-beauty-product-manager-strategy-amp-roadmap-at-swiss-beauty-4416980919?position=9&pageNum=7&refId=HSOTPi5tTcum0iy7ItESyA%3D%3D&trackingId=9S9ZPqP75uBKsCraT4z34A%3D%3D,LINKEDIN
Lyzr AI,Product Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/product-manager-at-lyzr-ai-4432234075?position=10&pageNum=7&refId=HSOTPi5tTcum0iy7ItESyA%3D%3D&trackingId=lhuCrTXraKDAmd3KWuVPBg%3D%3D,LINKEDIN
Aivar Innovations,Product Marketing Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/product-marketing-manager-at-aivar-innovations-4440501471?position=1&pageNum=0&refId=LxQ7Jxx9UlmR42CeCBFf6A%3D%3D&trackingId=y5FFdG0dGpEPzx0jsNeq4A%3D%3D,LINKEDIN
Zuper,Senior Product Marketing Manager,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/senior-product-marketing-manager-at-zuper-4441919984?position=2&pageNum=0&refId=LxQ7Jxx9UlmR42CeCBFf6A%3D%3D&trackingId=kBBJeYYf4v2fqpwGCWKloQ%3D%3D,LINKEDIN
Vymo,Product Marketing Manager (GTM),Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/product-marketing-manager-gtm-at-vymo-4397563118?position=3&pageNum=0&refId=LxQ7Jxx9UlmR42CeCBFf6A%3D%3D&trackingId=mRszemKWli4vaD1Al7IANg%3D%3D,LINKEDIN
Plane,Product Marketing Manager,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/product-marketing-manager-at-plane-4344413902?position=4&pageNum=0&refId=LxQ7Jxx9UlmR42CeCBFf6A%3D%3D&trackingId=1QG58Pvt5pBAe%2F%2FqQoMS3Q%3D%3D,LINKEDIN
DrDoctor,Product Marketing Manager,"Puducherry, Puducherry, India",https://in.linkedin.com/jobs/view/product-marketing-manager-at-drdoctor-4448558358?position=5&pageNum=0&refId=LxQ7Jxx9UlmR42CeCBFf6A%3D%3D&trackingId=WVI%2Fxcb8JFFNy7B3PF3mAw%3D%3D,LINKEDIN
Salesforce,Product Marketing Manager MDM,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/product-marketing-manager-mdm-at-salesforce-4442783409?position=6&pageNum=0&refId=LxQ7Jxx9UlmR42CeCBFf6A%3D%3D&trackingId=FC%2Bs1YmpX7s7wL8VNgvr%2Bg%3D%3D,LINKEDIN
Locus,Product Marketing Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/product-marketing-manager-at-locus-4444326784?position=7&pageNum=0&refId=LxQ7Jxx9UlmR42CeCBFf6A%3D%3D&trackingId=rhihXorlKaT9QphjzY5MwQ%3D%3D,LINKEDIN
Sarvam,Product Marketing Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/product-marketing-manager-at-sarvam-4423033344?position=8&pageNum=0&refId=LxQ7Jxx9UlmR42CeCBFf6A%3D%3D&trackingId=1k6KmZgFTdW7Mwo5YiJn1g%3D%3D,LINKEDIN
Sarvam,Product Marketing Manager - Sarvam Platform,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/product-marketing-manager-sarvam-platform-at-sarvam-4423031368?position=9&pageNum=0&refId=LxQ7Jxx9UlmR42CeCBFf6A%3D%3D&trackingId=GQCfLs%2BAtO0878t7VU1oeA%3D%3D,LINKEDIN
SharkNinja APAC,Product Marketing Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/product-marketing-manager-at-sharkninja-apac-4396495417?position=10&pageNum=0&refId=LxQ7Jxx9UlmR42CeCBFf6A%3D%3D&trackingId=eP59%2F9PCBxL0H4m%2FKxwJSA%3D%3D,LINKEDIN
